year,y_votes_percent,fair_p_1,def_mt_2,def_mt_1,gdp_mt_2,gdp_mt_1,fair_g_1,z_4,z_3,z_2,z_1,z_mt_2,z_mt_1,incumbent,former_president_again,former_party_morethan_2,sudden_vice,lag_vice,house_midterm,avg_inc_mt_2,avg_inc_mt_1,unemp_rn,satias,gdp_mt_1_pw2,avg_inc_mt_1_pw2,def_mt_1_pw2,gdp_mt_2_pw2,avg_inc_mt_2_pw2,def_mt_2_pw2,fair_z_1,was_a_vice,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,state,y_hat_fr,y_hat_ds
2004,53.370537,-8.7294436,-4.5068426,-4.0405021,-2.8036523,-2.806416,-.71592379,0,0,0,0,0,0,-1,-1,0,0,0,1,-5.9346743,-3.2078743,-4.8000002,0,7.8759708,10.290458,16.325657,7.860466,35.22036,20.31163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NEW JERSEY,53.157707,55.010246
2008,57.864632,-11.502656,-4.8274641,-6.3677897,-3.4489338,-3.7002263,-2.6114695,0,0,0,0,0,0,-1,0,-1,0,0,1,-8.5627422,-11.239388,-5.5999999,0,13.691675,126.32385,40.548748,11.895144,73.320557,23.304409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NEW JERSEY,54.511707,58.563557
2012,58.951965,7.7130394,4.2932458,3.2790177,.6378451,-3.8509722,1.8896424,0,0,0,0,0,0,1,1,0,0,0,-1,7.7917504,-1.2514726,9.3999996,-1,14.829987,1.5661837,10.751957,.40684637,60.711376,18.431959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NEW JERSEY,56.15691,52.762714
2016,57.284191,7.5591626,3.4623296,3.959734,2.4683511,.96104783,.96265012,0,0,0,0,0,0,1,0,1,0,0,1,7.0110259,5.4830809,5,0,.92361295,30.064177,15.679493,6.0927572,49.154484,11.987726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NEW JERSEY,53.267464,55.169827
2020,58.071285,-7.3369856,-3.5117614,-3.6954489,2.5941684,-2.8051679,4.6361547,0,0,0,0,0,0,-1,-1,0,0,1,1,-9.4099073,-7.9227815,-11,0,7.8689671,62.770466,13.656343,6.7297096,88.546356,12.332468,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NEW JERSEY,55.463394,55.712143
1984,39.650402,-27.900265,-4.3171806,-22.607096,-6.5954618,.23498419,-4.839983,-1,0,0,0,-1,0,-1,-1,0,0,0,1,-13.071387,-18.908293,-7.5999999,-1,.055217568,357.52353,511.08078,43.500118,170.86116,18.638048,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NEW MEXICO,46.770878,45.608406
1988,47.490086,-4.4191451,-5.2840552,.82150143,-2.1677101,-2.7631977,-1.9753747,0,0,0,-1,0,-1,-1,0,-1,-1,0,-1,-8.0852747,-8.9368658,-7.3000002,1,7.6352615,79.867569,.67486459,4.698967,65.371666,27.92124,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NEW MEXICO,53.820503,48.37178
1992,55.142159,-12.87129,-4.0675678,-8.4596214,-17.903561,-4.5543919,-5.8656325,-1,-1,0,0,-1,0,-1,-1,-1.25,0,0,-1,-9.7035389,-11.870845,-7.3000002,0,20.742485,140.91696,71.565193,320.53748,94.158669,16.545109,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NEW MEXICO,55.216976,49.790279
1996,54.024132,3.5600631,.66566348,2.8752601,6.1248817,24.146589,4.3795195,1,0,1,1,1,1,1,1,0,0,0,-1,8.3921051,8.875,7.5,0,583.0578,78.765625,8.2671204,37.514175,70.427429,.44310787,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NEW MEXICO,56.87307,55.648964
2000,50.031925,-22.969389,1.6284866,-24.203722,7.0339389,107.43301,1.652624,0,1,0,1,1,1,1,0,1,1,0,-1,8.0542564,7.8381925,5,-1,11541.853,61.43726,585.82013,49.476295,64.871048,2.6519687,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NEW MEXICO,48.854336,49.358627
2004,49.599663,-9.5444326,-7.7106895,-1.7024711,-12.35171,-3.1496327,-8.1690817,-1,-1,0,0,-1,0,-1,-1,0,0,0,1,-8.4894085,-9.3195391,-5.4000001,-1,9.920186,86.853806,2.8984079,152.56474,72.070053,59.454735,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NEW MEXICO,47.558372,50.243771
2008,57.664902,-15.592665,-7.982101,-7.047986,-1.0537031,-3.6364973,-.26101354,0,0,0,0,0,0,-1,0,-1,0,0,1,-9.9748344,-11.671959,-4.4000001,0,13.224113,136.23462,49.674107,1.1102902,99.497322,63.713936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NEW MEXICO,53.445084,56.309086
2012,55.295204,2.6884437,3.544199,-.82646382,.35943264,.74179095,.37936863,0,0,0,0,0,0,1,1,0,0,0,1,6.1665778,.19317067,6.9000001,0,.55025381,.037314907,.68304247,.12919182,38.026684,12.561346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NEW MEXICO,53.437256,56.095238
2016,54.650795,.69320279,-2.7961066,3.5896807,.1800178,1.2123941,-.61303461,0,0,0,0,0,0,1,0,1,0,0,1,4.2971263,4.2214956,6.9000001,0,1.4698995,17.821026,12.885807,.032406408,18.465294,7.818212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NEW MEXICO,50.253815,53.592434
2020,55.51849,-5.4993315,.61678356,-6.1540728,-1.8649573,-2.0728784,2.2933986,0,-1,0,0,-1,0,-1,-1,0,0,1,1,-12.119819,-6.225101,-9.3000002,0,4.2968249,38.751881,37.872612,3.478066,146.89,.38042197,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NEW MEXICO,52.837467,54.049171
1984,47.058281,-29.629137,-11.076607,-16.702465,-8.2744827,-2.5824924,-6.0332088,-1,0,0,0,-1,0,-1,-1,0,0,0,1,-18.173632,-21.143532,-7.1999998,-1,6.6692667,447.04895,278.97235,68.467064,330.28088,122.69122,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NEW YORK,54.092709,49.904091
1988,53.422054,-15.794548,-6.1305757,-9.1057386,-10.274255,-5.3382173,-5.770658,-1,-1,0,0,-1,0,-1,0,-1,-1,0,1,-16.254536,-13.753254,-4.3000002,-1,28.496563,189.15199,82.914474,105.56031,264.20993,37.583958,-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NEW YORK,58.135391,56.640461
1992,62.110825,-15.76213,-7.2679605,-7.9186454,1.7641479,-.097845614,-1.3766482,0,0,0,0,0,0,-1,-1,-1.25,0,0,1,-4.4643602,-15.187016,-8.8999996,0,.0095737642,230.64548,62.704945,3.1122177,19.930511,52.82325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NEW YORK,65.760124,64.440895
1996,67.732033,10.161535,5.0401516,4.8756437,6.3161073,1.8859048,4.1333475,1,0,0,0,1,0,1,1,0,0,0,1,10.1946,4.7803359,6.1999998,1,3.5566368,22.851612,23.771902,39.893211,103.92987,25.403128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NEW YORK,64.62265,66.869774
2000,63.575993,-21.249109,3.0262651,-23.562315,9.5197916,131.35535,3.8855834,1,1,0,1,1,1,1,0,1,1,0,1,12.64045,10.727122,4.5,1,17254.227,115.07115,555.18268,90.626434,159.78096,9.1582804,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NEW YORK,58.603912,61.592392
2004,59.829792,-9.756196,-5.0315027,-4.4983582,-3.433013,-1.278406,-3.0174325,0,0,0,0,0,0,-1,-1,0,0,0,1,-6.0423856,-2.7653089,-5.5999999,0,1.6343219,7.6469331,20.235228,11.785578,36.510422,25.316019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NEW YORK,58.752235,60.645245
2008,65.763855,-10.993223,-4.6564956,-6.0547862,.7667954,-4.8204346,1.5293928,0,0,0,0,0,0,-1,0,-1,0,0,1,-9.1914434,-12.202191,-5.5,0,23.236589,148.89348,36.660435,.5879752,84.482635,21.682951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NEW YORK,62.861233,64.71093
2012,66.042694,6.5816312,4.4083195,2.0815501,3.9740133,7.3428535,3.8065939,1,0,1,1,1,1,1,1,0,0,0,1,9.793519,1.3157895,8.6000004,1,53.9175,1.7313019,4.3328509,15.792782,95.913017,19.433281,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NEW YORK,65.130775,63.935257
2016,63.411507,10.5559,4.5671029,5.7272282,3.6810787,1.8955176,2.153944,0,0,0,0,0,0,1,0,1,0,0,1,8.1091166,4.9833021,5,0,3.5929868,24.8333,32.801144,13.550341,65.757774,20.858429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NEW YORK,60.820534,60.714695
2020,61.716835,-9.8537931,-4.4706597,-5.1527705,2.5963585,-3.9028015,4.9905386,0,0,0,0,0,0,-1,-1,0,0,1,1,-10.563119,-10.724442,-11.7,0,15.231859,115.01366,26.551044,6.7410774,111.57948,19.986799,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NEW YORK,61.884296,61.210129
1984,37.972137,-29.658009,-12.018932,-15.746513,-14.095302,-1.3568797,-8.5935535,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,1,-20.168152,-18.255869,-6.5,-1,1.8411225,333.27676,247.95268,198.67752,406.75436,144.45473,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NORTH CAROLINA,38.200878,36.015186
1988,41.842461,-15.250551,-7.0713921,-7.6389775,-10.791401,-10.433941,-5.7962632,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,1,-15.174,-13.605328,-3.5999999,-1,108.86712,185.10493,58.353977,116.45433,230.25027,50.004585,-4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NORTH CAROLINA,43.322914,44.255241
1992,49.541534,-16.646626,-7.9435825,-8.0625849,-5.6945872,-3.9709108,-5.5372562,-1,0,0,-1,-1,-1,-1,-1,-1.25,0,0,1,-10.014298,-12.646566,-6.3000002,-1,15.768132,159.93564,65.005272,32.428322,100.28617,63.100502,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NORTH CAROLINA,49.114891,50.672119
1996,47.470013,5.9304142,3.1813123,2.6643407,8.9598551,10.823617,3.8687065,1,1,1,0,1,1,1,1,0,0,0,-1,9.9708843,8.915575,4.1999998,0,117.15069,79.48748,7.0987115,80.278999,99.418533,10.120749,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NORTH CAROLINA,51.336731,50.883266
2000,43.536003,-20.982988,3.0993247,-23.35836,9.2189636,125.47897,3.3158629,1,1,1,1,1,1,1,0,1,1,0,-1,8.1367922,10.416667,3.9000001,0,15744.971,108.50695,545.61298,84.989288,66.20739,9.605814,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NORTH CAROLINA,45.274345,45.059666
2004,43.758026,-8.8113298,-3.828532,-4.7990646,-6.6707797,-2.22965,-4.070322,-1,0,0,0,-1,0,-1,-1,0,0,0,-1,-9.9921007,-1.2431843,-5.6999998,0,4.9713392,1.5455073,23.031021,44.499302,99.842079,14.657657,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NORTH CAROLINA,44.173615,44.383495
2008,50.165962,-9.6725559,-4.15202,-5.3004599,-3.7605836,-11.561647,-2.6375747,0,0,-1,-1,0,-1,-1,0,-1,0,0,1,-10.033444,-12.240901,-6,0,133.67169,149.83966,28.094875,14.14199,100.67001,17.239269,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NORTH CAROLINA,46.534805,52.434025
2012,48.965965,7.5800142,4.2399359,3.2042217,1.6578791,-2.819185,.40754479,0,0,0,0,0,0,1,1,0,0,0,-1,8.7116566,-5.2200341,9.5,-1,7.947804,27.248756,10.267036,2.7485631,75.89296,17.977057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NORTH CAROLINA,48.480042,46.788876
2016,48.096252,8.9158745,4.1962066,4.5295963,4.4814844,3.8548598,1.6569893,0,0,0,0,0,0,1,0,1,0,0,-1,6.272934,2.7626719,5.0999999,-1,14.859944,7.6323562,20.517242,20.083702,39.349701,17.60815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NORTH CAROLINA,46.662762,44.362679
2020,49.315819,-8.4137163,-4.4209619,-3.8237095,.89911807,-4.3647947,2.9356139,0,0,0,0,0,0,-1,-1,0,0,1,-1,-9.9370604,-7.4787431,-7.3000002,1,19.051434,55.931599,14.620754,.80841327,98.745171,19.544903,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NORTH CAROLINA,47.563194,45.809624
1984,34.265419,-25.41116,-6.5732446,-17.676027,-.31893688,-10.633745,-2.3046055,0,0,0,-1,0,-1,-1,-1,0,0,0,1,-11.560902,-38.345959,-5.4000001,0,113.07654,1470.4126,312.44196,.10172074,133.65445,43.207542,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NORTH DAKOTA,33.386162,33.176315
1988,43.404644,-3.523716,-5.7098131,2.0680175,5.6501608,6.2201028,8.0395594,0,0,0,0,0,0,-1,0,-1,-1,0,1,2.4758453,-6.5894279,-4.5999999,0,38.689678,43.420559,4.2766962,31.924316,6.1298103,32.601967,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NORTH DAKOTA,43.72131,38.541737
1992,42.125294,-12.208632,-4.0315919,-7.8601508,-7.7097831,-9.466855,-8.0628443,-1,0,-1,-1,-1,-1,-1,-1,-1.25,0,0,1,-10.973639,-24.489164,-4.5999999,-1,89.621346,599.71918,61.781971,59.440754,120.42075,16.253733,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NORTH DAKOTA,39.12767,42.901112
1996,46.08868,9.8078833,5.0723119,4.5069642,9.7254257,6.1315331,7.7185588,1,0,1,0,1,1,1,1,0,0,0,1,11.135663,9.0257158,3.0999999,1,37.595699,81.463547,20.312727,94.583908,124.00299,25.728348,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NORTH DAKOTA,43.772709,46.192295
2000,35.272602,-26.661184,3.1403251,-28.894138,4.3552456,94.798386,3.9346759,1,0,1,0,1,1,1,0,1,1,0,1,11.196049,7.6663432,2.9000001,1,8986.7344,58.77282,834.87122,18.968164,125.35151,9.8616419,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NORTH DAKOTA,34.469501,40.603642
2004,36.090645,-12.24581,-7.0570002,-4.8467727,-7.5817394,-6.4146361,-1.4843705,0,-1,-1,0,-1,-1,-1,-1,0,0,0,1,-10.6143,-5.121273,-3.4000001,0,41.147556,26.227438,23.491205,57.482773,112.66336,49.80125,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NORTH DAKOTA,35.047623,38.44836
2008,45.591343,-13.149235,-7.404839,-5.3483586,-11.98525,-8.1529903,-6.9770346,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,1,-23.137573,-10.794832,-3.2,-1,66.471252,116.5284,28.60494,143.64622,535.34729,54.831642,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NORTH DAKOTA,34.102657,40.585331
2012,39.88879,7.4730821,6.2814984,1.1211578,36.69944,10.68647,22.417622,1,1,1,0,1,1,1,1,0,0,0,-1,27.971727,7.8125381,2.9000001,0,114.20065,61.035751,1.2569947,1346.8489,782.41754,39.457222,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NORTH DAKOTA,49.786747,34.24778
2016,30.190758,-1.8601367,-5.3587041,3.6966603,-8.3325834,11.493539,-6.3099551,0,0,1,0,0,1,1,0,1,0,0,-1,-9.2662563,2.2798257,3.0999999,-1,132.10144,5.1976051,13.665298,69.431946,85.86351,28.71571,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NORTH DAKOTA,33.479027,33.811562
2020,32.782593,-2.4052336,4.9565949,-7.7457542,2.3314366,-5.4920659,2.9617579,0,0,-1,0,0,-1,-1,-1,0,0,1,-1,-9.2119274,-7.1265593,-6.0999999,1,30.162788,50.787846,59.996708,5.4355969,84.859604,24.567833,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NORTH DAKOTA,38.807362,37.192631
1984,40.529316,-24.504532,-7.5961084,-15.714716,-13.109759,4.0226068,-8.7147512,-1,-1,0,0,-1,0,-1,-1,0,0,0,1,-17.067583,-14.359129,-9.1999998,-1,16.181366,206.18459,246.9523,171.86578,291.3024,57.700863,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,OHIO,40.822052,40.442593
1988,44.525936,-12.190029,-5.2158289,-6.6284699,-6.8365631,-4.5378199,-3.8177159,-1,0,0,-1,-1,-1,-1,0,-1,-1,0,-1,-11.759529,-11.177179,-5.9000001,0,20.591808,124.92934,43.936615,46.738594,138.28653,27.20487,-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,OHIO,47.043171,44.210258
1992,51.168163,-13.838559,-6.0642419,-7.3298197,-3.916121,-3.2022696,-4.6604214,-1,0,0,0,-1,0,-1,-1,-1.25,0,0,1,-7.348927,-13.17543,-7.5999999,-1,10.25453,173.59196,53.726257,15.336003,54.006729,36.775028,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,OHIO,51.786449,53.578403
1996,53.596951,8.4262667,3.0714808,5.1952162,7.0671954,6.9227505,3.396899,1,1,1,0,1,1,1,1,0,0,0,-1,8.9200583,8.7754288,4.9000001,0,47.924473,77.008148,26.990271,49.945251,79.567436,9.4339943,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,OHIO,52.853867,52.777649
2000,48.161278,-22.06925,3.7040727,-24.852758,4.5979266,119.33572,2.1342988,0,0,1,1,0,1,1,0,1,1,0,-1,8.1536951,11.278512,4.0999999,-1,14241.013,127.20483,617.65961,21.140928,66.482742,13.720155,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,OHIO,44.832569,46.066566
